address,chain,label,source_url,is_contract
0x089ACc703D9Fd8b14d6E03D4D38561C1d4672dFd,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x5769B60588a7c0e9ba18f1f7D31b0190158A65d9,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,true
0x17296956b4E07Ff8931E4ff4eA06709FaB70b879,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0x832b86Bd16da1657ba67C5E6982cFbaf4339b8aA,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0x2F2F665974261C4129b1DC6c359BD259CD66f78A,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x3FB19771947072629C8EEE7995a2eF23B72d4C8A,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xB15Df29fef006aA4eCcF63e8044736560367E2De,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x8D1AADe42646B715470B20485e7Abe43ee35C1B9,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x9d5765595a92c560c8759d2a9c375C66123765a5,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x0057Be07BEEF5D9B4Beb9e2d147906e83d1915C8,ethereum,human,https://snapshot.org/#/ens.eth,false
0x7AE109A63ff4DC852e063a673b40BED85D22E585,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0xd70833F39948862234D977771B8E6EaEA26A881C,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0x8436E795D0EE4F61122d85aEf040CaB22A7F812D,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xE0E216283eef00895b6ABAa73848448596B85724,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x1069C820C67a0B4b177715Fe852f37114F421C97,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0x19aCb89cB4bd36f6e471c91585b95b966D33132e,ethereum,human,https://snapshot.org/#/gitcoindao.eth,true
0xB79294D00848a3A4C00c22D9367F19B4280689D7,ethereum,human,https://snapshot.org/#/ens.eth,false
0x1B686eE8E31c5959D9F5BBd8122a58682788eeaD,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0x53Da33F96ecFFE1CDf3842883c9ba3ba3b49c14B,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x465c63680F2a0B4277d9b4CEcC3f3310e531A77f,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xB933AEe47C438f22DE0747D57fc239FE37878Dd1,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x9D375719442C8D57CA9658eDe45336787648381F,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x1056e5C3d42d582B3DaCf27336b16D63999b8A26,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xEC66352D727Ed6dC705F949f9641603617cAAe81,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x1962698253Fc939D73125D59603849b284ce9811,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x0940E77c7A784c65A9726b7a4E6852C7e05276cC,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x870d47E8db71739B4797C46b5d8778370cb744D1,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xc82b3Bc3cbC25c53008Ff7019f6Db0A92c84d5C4,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x87Ac0EE9Bd892e17B32Daeeba845bFb64C26873F,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x37B463feAE69D547F7d9Cc3Ff4BcB309928BD54d,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xAa30037cDD4Aa927A3B4df9065E662EBD73A2F53,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x1A9aB967c5672622c55023eA2fcb892e60DA2E4a,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0x4Dd7fc3A3B6457D1e67E3b046b2b0d2dCF25257D,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0x11069c08DD30aa4C17D73b0E3984A433a0e39Fda,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,true
0x7Bb9dCcc97052dDeF05141897fE8313fD4ad0418,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,true
0xa8293Dd8eb52564a35b8357a539146321b934153,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xF51754D95C0B9Bb416AB4915E9f10B04d04d29e5,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xFffd05AE9Db4d5F4e23e2F37395db2F87359bf5d,ethereum,human,https://snapshot.org/#/uniswapgovernance.eth,false
0xA30e48C7826Eed00223224DfDe038347B983f0f1,ethereum,human,https://snapshot.org/#/ens.eth,false
0xb1315308f01f9Ffcb17486b2FeC55DCc7c3ac27a,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0x9e602c1920443F01Cb100a57A7F894df8Eb42f66,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x2C281EbEc4dEa9f98Cf0E2bDFCF4D272F367A3CC,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0x6F7c4B3673095e504201D5Ba8baE6ac3ACc7Bc52,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0x768E4AfBB8E8A8252aCa1d35b6B2537E3dF3caA4,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x4d9Ba778B7f121e58E5d3BB6aef514e035A7c7F5,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0xbfD14b2201065B5b501975A7D132F4A299704f66,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xaF9005861BB8E24a06960B2c389FA8e51a6C7b3b,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x3426995466CCBFaa6bec5b929bf3403990525404,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xb3bfC42a7826d3558cAEa6179a258F5C0CD36CE4,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xCe5797D7E5bAAe1a6fFf95fe340B32bD693C70F0,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x659F20EE4DEA1F11f5c840c410337Fbac3E5DADC,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xD0E9b3c1034BE492Fd299E05e89A5aA868a80553,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xe42b3135A6fa29c38A6067f65dFF28AdeFdCd96A,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x6c0F6ceBDaedF8F2C715b8ccCEeEdAE3DfD18510,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x1e732aFAA2E1f58A56347E82af42fBEDAEfeb093,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x0062A2778e9aE57E23c58afeC4df158b329AB24e,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x63952b652f11263eee1Db396B2023f5e6070119b,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x989b473579b938fFC956C6d12A01Ad53C0953329,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0xb67ca19DF4d2f7E31Ebf4dc0Ff66Fce80280914c,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x8cb1Ea40766977512A29d1E7D87EFD833C3e001d,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x93A24d1bE1a5f90502e50D04bF4C15C7B3081Bef,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x2ED0F4e9769591d8eff038ABD884187c8101C7f3,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0xa6e8772af29b29B9202a073f8E36f447689BEef6,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,true
0xeBd612d857e40C38a2241ba6F57414B3F44Df17d,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xa62DB7185896111d0Fa25C89124A41Bfdfb047d9,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xCEF28ce7884Ae973990fb826C1986afaa9319B9A,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xf070cD4b5bA73A6B6a939dDe513f79862bffCd25,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0x6f9BB7e454f5B3eb2310343f0E99269dC2BB8A1d,ethereum,human,https://snapshot.org/#/arbitrumfoundation.eth,false
0xebFe34460D48cd88dB4e8649809271B184Fa0A21,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x4CdBfCa726C0e878cCd8d36Af461a3606b01D8D3,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x77E054B9F229e8A400d851dC8884ad31b02051fE,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x31fDa82364776d87986b12680B185ed38afC3016,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xb130B37F2388fB789B68B94B8C23B09692A60d5F,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x19f8A4837342E93C1D409d69D20D48E9230f5323,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xb4A3223D43F0C40401b2Ebb5B011b825315EAc1D,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xBAe3D024e6E16B9d82A4D07d69Ec76CE41cFFddD,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x4199547fAb3C505d17f6DBDD5fd09CC28438C251,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x28Ff050d0E0De6df39762c442F8A074B10144FB6,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x9Db817d0308aBD0DEaa0e7F4869D6754CEfFC5Bd,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x59FED0841712EfC850f9D22D08d2B91DF0FAAd61,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x3F3879Cf955fFBa71f7c49145997d900E2e6b33A,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xA9652F59C7Af144b9355126620007230372708F0,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xCb9D91F1f2FEB6bDE4D36002956f1Cf420Bc121E,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xf033Fc752c5459Efb93D7E045A50789782C544Bf,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xD36B380770Babe6991D48b891109770D461593ab,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x83485525c160Ef941De5855422F7077C641D2DFb,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xa2aAC96d1c70F27d75212FD28030ca764B400376,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xC7BF6b0247a9CB1768136BE7550f9B78b1F3860d,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x35636B8A3b9e4F06e712C7cD0ef6a31D670536fb,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x07e5FC9FD30E4B9DF6C6040a639848fab9628bE9,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0xa74E46110b8f9070bBC8E1778B3F05c0c76eEE3e,ethereum,human,https://snapshot.org/#/aavedao.eth,true
0x38772d4aab81e11850e5CafcAFFDE58D343C2751,ethereum,human,https://snapshot.org/#/aavedao.eth,false
0x00006a74d7acc9bc9432639c04a04a825219cc3d,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x0353d255e13b0ca856771dcc727def620a14bc9e,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x0681d7e90227e7a1f1526df0f6e5d9e562c5a1fd,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x09b184db9f2c93ec88d453bb7ebaa16a4ecb7f26,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x0cf3165dff53c50b389e1b7292a16570102570e3,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x1042ee7c08ea55a545156f8712b8ba18ab5655c8,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x13253d5c5005b980ab738bdcdd557a8321d40f80,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x161e4f3e7ce97d6d9e6ea17ebdb6e9f70c97fb19,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x19488d72b93a87dd9af017c79197f992ca78812e,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x1c386311e930b45f250bc7f25ea22a3d3ffbd4f0,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x1f5772ff0286e5379697d7fe3b1d9b961b196e71,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x22c157c763338d559150b1b36f04e0e84e408b60,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x261ae4d7665da1fccfd1f8cc9f620c65aad08d7f,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x2932f584551ae307cf6221d80d34fa7e9b07924d,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x2c63b8464f08801a661b4c6df7b6def74193253e,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x2fb514dd80615d915fde7649a6a4baaf82be2848,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x32bfc9fb7c0f469c1ab96ce915b1013333dab5b6,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x366245b53785df7cad49b6d0d0d9572ac60dc2b1,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x39530cc50014f93f5e304d2ced7209423eaecf86,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x3c3e2f36e7abd2fc61e0de7b1f8ffc14d0bd85a2,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x3f23c113ccbbc30317c6b45802e8044320ae5934,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x427f4d3afcd75f61d70ba025902409a319cd2bf1,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x45e24c563782fd5bd415b3b356e98f715cd40a10,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x491814586affad3185636cf2fe0e4961988088d4,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x4baa2b1eda4f2f7f13b6c428f61fb08422605881,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,true
0x4eb0f61ae477160a0f31698d74cac10ae029f9c9,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x51f9e70706d26ce2e62f1ae78b5fd5ef4cf3b050,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x551b550e61095be013f6c52a0fe621b3054d5265,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x583d75fce84db456a86d1e7cb1a324b539d8bbf6,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x5b2f36705395c3c74eba58d17548ef876a381551,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x5ea9abff6473a30395a29ae8c5f6939c1d924e49,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x6199e5bcd827543f78b31952f1048cf7c708e578,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x64fd15a4be2ac5cbade74e48534c92689f4c77c5,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x686c2822fd987a1fb9779277d7d602c0b146dec4,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x6b50b4048bd060d1933edb2316ea6c5f6534f1f7,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x6ea4c67aa3d07f8f6623d69ab8c594d6071750de,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x71adb6f03f75cc96a3021711f00f2db634faeb84,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x74e209f6fb5dc6c26a0164659012f247fab6b2bc,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x78331fe70fe90516a20e6597a8104d1f1006e732,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x7b63470ee731e051c6676ba6cefcfb2b42af08a4,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x8196848cbebc373ad5c53c16fea5d53b0cc1445c,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x84f4f64c7f5d507b224e31dbd38d82a78ac683d7,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x87efffef1053354e65be2a2616512578e65fe6f8,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x8b2028dc7bd896f2126b6aaa724ace16fa5bdf5f,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x8e6fc948999a61e10961684170e0e4164be01fe8,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x91b56d6bee38057e62b36eb844d793bfcca7d486,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x951ac83706803288cd74327f09fbe558eee4f101,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x98a19491ef5e46b7510bde96195d1ad077f76d5d,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x9bdb69c6a1a08df9b1ee4c9444d4a42281bd71c0,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
0x9f64999ab4dbea1fec469211e06ed6b7774118a3,ethereum,sybil,https://docs.google.com/spreadsheets/d/1Yt2YEs9A2cWRmBwFYd3M-K4SYZQo3CBm-PnfELXb1Us/edit?gid=822397105,false
